"",Model,Class,Precision,Recall,F1-Score
45,SVM,0,0.203980,0.058655,0.091111
46,SVM,1,0.285714,0.830345,0.425141
47,SVM,2,0.274892,0.175657,0.214346
48,SVM,3,0.314607,0.076712,0.123348
49,SVM,4,0.955521,0.861687,0.906182
50,NaiveBayes,0,0.238095,0.056577,0.091429
51,NaiveBayes,1,0.277108,0.894444,0.423127
52,NaiveBayes,2,0.088388,0.068919,0.077449
53,NaiveBayes,3,0.283582,0.026573,0.048593
54,NaiveBayes,4,0.540948,0.349582,0.424704
55,NaiveBayes,0,0.211957,0.055319,0.087739
56,NaiveBayes,1,0.273684,0.864266,0.415723
57,NaiveBayes,2,0.086957,0.032564,0.047384
58,NaiveBayes,3,0.099034,0.059420,0.074275
59,NaiveBayes,4,0.517937,0.309651,0.387584
60,NaiveBayes,0,0.248731,0.066757,0.105263
61,NaiveBayes,1,0.262812,0.843882,0.400802
62,NaiveBayes,2,0.029954,0.018006,0.022491
63,NaiveBayes,3,0.172727,0.052198,0.080169
64,NaiveBayes,4,0.502146,0.331915,0.399658
65,NaiveBayes,0,0.210526,0.052980,0.084656
66,NaiveBayes,1,0.271739,0.865651,0.413633
67,NaiveBayes,2,0.086580,0.058997,0.070175
68,NaiveBayes,3,0.261111,0.063772,0.102508
69,NaiveBayes,4,0.551282,0.364407,0.438776
70,NaiveBayes,0,0.268817,0.071531,0.112994
71,NaiveBayes,1,0.267734,0.853793,0.407639
72,NaiveBayes,2,0.040359,0.024896,0.030796
73,NaiveBayes,3,0.251337,0.064384,0.102508
74,NaiveBayes,4,0.535181,0.347165,0.421141
75,KNN,0,0.353682,0.516266,0.419781
76,KNN,1,0.401656,0.538889,0.460261
77,KNN,2,0.467043,0.335135,0.390244
78,KNN,3,0.472000,0.247552,0.324771
79,KNN,4,1.000000,0.969359,0.984441
80,KNN,0,0.346981,0.480851,0.403092
81,KNN,1,0.404854,0.577562,0.476027
82,KNN,2,0.421941,0.271370,0.330306
83,KNN,3,0.444444,0.249275,0.319406
84,KNN,4,1.000000,0.981233,0.990528
85,KNN,0,0.371869,0.525886,0.435666
86,KNN,1,0.381616,0.578059,0.459732
87,KNN,2,0.418605,0.249307,0.312500
88,KNN,3,0.446866,0.225275,0.299543
89,KNN,4,1.000000,0.975887,0.987796
90,KNN,0,0.373281,0.503311,0.428652
91,KNN,1,0.404762,0.565097,0.471676
92,KNN,2,0.433269,0.330383,0.374895
93,KNN,3,0.428962,0.213026,0.284678
94,KNN,4,1.000000,0.975989,0.987848
95,KNN,0,0.372589,0.525036,0.435867
96,KNN,1,0.424274,0.564138,0.484310
97,KNN,2,0.417132,0.309820,0.355556
98,KNN,3,0.471178,0.257534,0.333038
99,KNN,4,1.000000,0.988935,0.994437
100,Bagging,0,0.512426,0.612447,0.557990
101,Bagging,1,0.583127,0.652778,0.615990
102,Bagging,2,0.689711,0.579730,0.629956
103,Bagging,3,0.656198,0.555245,0.601515
104,Bagging,4,0.993075,0.998607,0.995833
105,Bagging,0,0.521250,0.591489,0.554153
106,Bagging,1,0.577465,0.681440,0.625159
107,Bagging,2,0.690909,0.567164,0.622951
108,Bagging,3,0.682353,0.588406,0.631907
109,Bagging,4,0.995989,0.998660,0.997323
110,Bagging,0,0.510783,0.613079,0.557276
111,Bagging,1,0.576010,0.682138,0.624598
112,Bagging,2,0.693805,0.542936,0.609169
113,Bagging,3,0.673806,0.561813,0.612734
114,Bagging,4,0.998582,0.998582,0.998582
115,Bagging,0,0.536215,0.607947,0.569832
116,Bagging,1,0.583836,0.670360,0.624113
117,Bagging,2,0.629457,0.598820,0.613757
118,Bagging,3,0.690391,0.526459,0.597383
119,Bagging,4,0.997175,0.997175,0.997175
120,Bagging,0,0.521368,0.610873,0.562582
121,Bagging,1,0.608844,0.740690,0.668326
122,Bagging,2,0.716639,0.601660,0.654135
123,Bagging,3,0.708995,0.550685,0.619892
124,Bagging,4,0.997241,1.000000,0.998619
125,AdaBoost,0,0.277219,0.857143,0.418942
126,AdaBoost,1,0.653846,0.212500,0.320755
127,AdaBoost,2,0.417778,0.127027,0.194819
128,AdaBoost,3,0.484716,0.155245,0.235169
129,AdaBoost,4,0.975207,0.986072,0.980609
130,AdaBoost,0,0.576720,0.154610,0.243848
131,AdaBoost,1,0.707224,0.257618,0.377665
132,AdaBoost,2,0.464981,0.324288,0.382094
133,AdaBoost,3,0.227491,0.618841,0.332684
134,AdaBoost,4,0.976222,0.990617,0.983367
135,AdaBoost,0,0.654321,0.216621,0.325486
136,AdaBoost,1,0.693182,0.257384,0.375385
137,AdaBoost,2,0.286624,0.934903,0.438739
138,AdaBoost,3,0.260870,0.008242,0.015979
139,AdaBoost,4,0.977622,0.991489,0.984507
140,AdaBoost,0,0.599338,0.239735,0.342479
141,AdaBoost,1,0.681992,0.246537,0.362157
142,AdaBoost,2,0.265604,0.884956,0.408580
143,AdaBoost,3,0.351852,0.025780,0.048040
144,AdaBoost,4,0.969613,0.991525,0.980447
145,AdaBoost,0,0.372549,0.054363,0.094881
146,AdaBoost,1,0.290732,0.947586,0.444948
147,AdaBoost,2,0.462567,0.239281,0.315406
148,AdaBoost,3,0.409091,0.012329,0.023936
149,AdaBoost,4,0.964817,0.986169,0.975376
